doc_id,issue_type,field,governing_law,payment_net_days,payment_amount,details,quote
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT.txt,MISSING,payment_terms,the State of Massachusetts,,,{},
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement.txt,MISSING,payment_terms,Delaware,,,{},
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,MISSING,payment_terms,Delaware,,,{},
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content License Agreement.txt,MISSING,payment_terms,,,,{},
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content License Agreement.txt,MISSING,governing_law,,,,{},
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement.txt,MISSING,payment_terms,,,,{},
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement.txt,MISSING,governing_law,,,,{},
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).txt,MISSING,payment_terms,Illinois,,,{},
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).txt,MISSING,termination_clause,Illinois,,,{},
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2.txt,MISSING,payment_terms,New York,,,{},
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.txt,MISSING,payment_terms,the State of Texas without regard to principles of conflicts of laws,,,{},
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,Germany,,,{},
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,Germany,,,{},
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,payment_terms,,,,{},
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,termination_clause,,,,{},
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,governing_law,,,,{},
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.txt,MISSING,termination_clause,,,,{},
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement.txt,MISSING,payment_terms,,,,{},
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement.txt,MISSING,governing_law,,,,{},
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,,,,{},
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.txt,MISSING,termination_clause,,,,{},
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.txt,MISSING,governing_law,,,,{},
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement.txt,MISSING,payment_terms,the State of Pennsylvania,,,{},
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.txt,MISSING,payment_terms,,,,{},
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.txt,MISSING,termination_clause,,,,{},
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.txt,MISSING,governing_law,,,,{},
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.txt,MISSING,payment_terms,New York,,,{},
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.txt,MISSING,payment_terms,India,,,{},
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.txt,MISSING,termination_clause,India,,,{},
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 11624, ""end"": 12435}}","Termination Term This Agreement will be effective beginning on 12:01 a.m., Eastern Time, on the day after the date of last signature to these Base Terms (""Effective Date""). This Agreement will remain in effect for Thirty-six (36) Page 3 of 36 Source: QUANTUM GROUP INC /FL, 8-K, 1/20/2009 months following the Hosting Service Ready Date (""Term""), unless terminated earlier in accordance with the term…"
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.txt,MISSING,payment_terms,,,,{},
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.txt,MISSING,governing_law,,,,{},
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.txt,MISSING,payment_terms,Delaware,,,{},
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.txt,AMBIGUOUS,termination_clause,California,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 25982, ""end"": 26793}}","Termination 16.00 Unless earlier terminated in accordance with the terms of this Article XVI, this IP Agreement and the licenses granted herein will continue in effect from the Effective Date until the expiration of the last to expire of the Patents and any additional period of time thereafter that any of the Patents remain enforceable such as in the United States where a party can sue for infring…"
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.txt,MISSING,payment_terms,California,,,{},
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.txt,MISSING,payment_terms,Delaware,,,{},
REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT.txt,MISSING,payment_terms,California,,,{},
"Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT.txt",MISSING,payment_terms,New York,,,{},
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,MISSING,payment_terms,Delaware,,,{},
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 7773, ""end"": 8584}}","Termination Date"" has the meaning set forth in Section 6.1. ""Transition Services"" has the meaning set forth in Section 2.1(a). ""TSA Records"" has the meaning set forth in Section 7.1(a). ARTICLE II SERVICES AND INTERNAL CONTROLS Section 2.1 Services. (a) During the applicable Term of any Service, and in accordance with the terms and conditions of this Agreement, RGHI shall provide, or shall cause i…"
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,MISSING,payment_terms,Delaware,,,{},
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,MISSING,payment_terms,Virginia,,,{},
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,MISSING,termination_clause,Virginia,,,{},
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.txt,MISSING,payment_terms,,,,{},
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.txt,MISSING,governing_law,,,,{},
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,MISSING,payment_terms,Delaware,,,{},
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,MISSING,payment_terms,,,,{},
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,MISSING,termination_clause,,,,{},
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,MISSING,governing_law,,,,{},
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,,,,{},
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.txt,MISSING,governing_law,,,,{},
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement.txt,MISSING,payment_terms,California,,,{},
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement.txt,MISSING,termination_clause,California,,,{},
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,MISSING,payment_terms,Texas,,,{},
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.txt,MISSING,payment_terms,,,,{},
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.txt,MISSING,governing_law,,,,{},
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,MISSING,payment_terms,California,,,{},
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,MISSING,termination_clause,California,,,{},
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,MISSING,payment_terms,,,,{},
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,MISSING,governing_law,,,,{},
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 26244, ""end"": 27055}}","TERMINATION. 4.1. Initial Term. The initial term of this Agreement (the ""Initial Term"") shall commence on the Effective Date and shall end on the date that payment is due for Minimum Payment Period 7, pursuant to Section 2.4 hereof and as set forth in Attachment B hereof, unless earlier terminated as provided herein. 4.2. Right to Renew. Thereafter, this Agreement may be renewed for such periods o…"
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,MISSING,payment_terms,China,,,{},
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt",AMBIGUOUS,termination_clause,Texas,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 5284, ""end"": 6095}}","termination of this Agreement, the parties shall treat as confidential all information and take every reasonable precaution and use all reasonable efforts to prevent the unauthorized disclosure of the same. The parties agree to take all steps reasonably necessary and appropriate to ensure that their employees, agents, and/or assistants treat all information as confidential and to ensure that such …"
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt",MISSING,payment_terms,Texas,,,{},
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.txt,MISSING,payment_terms,Delaware,,,{},
"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,AMBIGUOUS,termination_clause,India,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 14368, ""end"": 15179}}",termination of this Agreement. 7. Third Party Infringements; Attacks on Use of the Trademarks; Cooperation 7.1 Third Party Infringements. (a) Mutual Information. Each of the parties shall inform the other without undue delay when such party becomes aware of any infringements of any of the Franchisor Property in the Territory. (b) Initiation of Action. Any actions against infringers of any of the F…
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,MISSING,payment_terms,India,,,{},
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,MISSING,payment_terms,,,,{},
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,MISSING,governing_law,,,,{},
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,MISSING,payment_terms,,,,{},
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,MISSING,governing_law,,,,{},
SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,MISSING,payment_terms,Florida,,,{},
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,British  Columbia and the parties attorn to the  non,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,MISSING,payment_terms,,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,MISSING,governing_law,,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,MISSING,payment_terms,,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,MISSING,governing_law,,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.txt,MISSING,payment_terms,California,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,MISSING,payment_terms,,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,MISSING,termination_clause,,,,{},
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,MISSING,governing_law,,,,{},
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,MISSING,payment_terms,Germany,,,{},
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Nova Scotia and the laws of Canada applicable in Nova Scotia,,,{},
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,MISSING,payment_terms,,,,{},
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,MISSING,governing_law,,,,{},
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt",MISSING,payment_terms,the State of California,,,{},
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt",MISSING,payment_terms,,,,{},
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt",MISSING,termination_clause,,,,{},
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt",MISSING,governing_law,,,,{},
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,the State of Colorado           without regard to conflicts of laws principles,,,{},
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,,,,{},
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,,,,{},
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt",MISSING,governing_law,,,,{},
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,MISSING,payment_terms,,,,{},
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,MISSING,governing_law,,,,{},
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,MISSING,payment_terms,Washington,,,{},
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Switzerland,,,{},
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,MISSING,payment_terms,Virginia,,,{},
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,MISSING,payment_terms,Texas,,,{},
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,California,,,{},
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,THE STATE OF MINNESOTA,,,{},
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.txt,MISSING,payment_terms,Florida,,,{},
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.txt,AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 17874, ""end"": 18685}}","Termination. This Agreement shall terminate (a) at the option of any party, upon 90 days' advance written notice to the other parties hereto; or (b) in the event of a material breach that has not been cured within ten days following a written notice of breach to the breaching party. The provisions of Sections 5, I l, 13 and 14 shall survive any termination of this agreement. 13. Effect of Terminat…"
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,Delaware,,,{},
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.txt,MISSING,payment_terms,Delaware,,,{},
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,,,,{},
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,MISSING,governing_law,,,,{},
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Singapore,,,{},
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.txt",MISSING,payment_terms,United Kingdom,,,{},
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.txt,MISSING,payment_terms,,,,{},
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.txt,MISSING,termination_clause,,,,{},
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.txt,MISSING,governing_law,,,,{},
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.txt,MISSING,payment_terms,,,,{},
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.txt,MISSING,governing_law,,,,{},
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.txt,MISSING,payment_terms,,,,{},
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.txt,MISSING,governing_law,,,,{},
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.txt,MISSING,payment_terms,the State of Colorado,,,{},
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,MISSING,payment_terms,,,,{},
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,MISSING,governing_law,,,,{},
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,MISSING,termination_clause,,,,{},
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.txt,MISSING,payment_terms,the State of New York applicable to contracts to be entirely performed therein,,,{},
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.txt,MISSING,payment_terms,,,,{},
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.txt,MISSING,governing_law,,,,{},
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.txt",MISSING,payment_terms,the State of Florida,,,{},
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.txt,MISSING,payment_terms,Germany,,,{},
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.txt,MISSING,payment_terms,Florida,,,{},
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..txt",MISSING,payment_terms,,,,{},
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..txt",MISSING,termination_clause,,,,{},
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..txt",MISSING,governing_law,,,,{},
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.txt,MISSING,governing_law,,,,{},
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.txt,MISSING,payment_terms,Virginia,,,{},
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.txt,MISSING,payment_terms,,,,{},
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.txt,MISSING,governing_law,,,,{},
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Texas,,,{},
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.txt,MISSING,governing_law,,,,{},
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.txt,MISSING,payment_terms,,,,{},
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.txt,MISSING,governing_law,,,,{},
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,termination_clause,Delaware,,,{},
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.txt,AMBIGUOUS,termination_clause,Texas,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 20835, ""end"": 21646}}","termination of all resale and hedge transactions entered into during the term of this Agreement, Bunker One shall issue a final detailed ledger Statement. If the Remaining Exposure shown on such final detailed ledger Statement is less than zero then Vertex shall pay [****] percent ([****]%) of such amount to Bunker One. If the Remaining Exposure shown on such final detailed ledger Statement is gre…"
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,MISSING,payment_terms,the United States of America and of the Commonwealth of Pennsylvania as applied to agreements entered into and to be performed entirely within Pennsylvania between Pennsylvania residents,,,{},
