doc_id,party_key,governing_law,effective_date,payment_net_days,payment_amount,risk_score,risk_bucket,issues_count,issue_types
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement.txt,"CELEBRITY SPEAKERS OF 90 HIGH STREET | TIGRENT LEARNING UK LIMITED OF BOSTON HOUSE, 69 — 75 BOSTON MANOR ROAD, BRENTFORD, MIDDLESEX, TW8 9.1J (""COMPANY",England and Wales,,,,3.0,low,1,MISSING
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,"LEGACY EDUCATION ALLIANCE HOLDINGS | T&B SEMINARS, INC., A CALIFORNIA CORPORATION F/S/O TAREK EL MOUSSA (""T&B",California,,,,3.0,low,1,MISSING
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.txt","LIFEUSA/ ENVISION HEALTH, INC., A CORPORATION (HEREINAFTER COLLECTIVELY ""ENVISION | SIERRA MOUNTAIN MINERALS",,,,,6.0,medium,2,MISSING
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.txt,"HOME FURNISHING IN THE PRODUCT LIST PAGE OF BAIDU NET (HTTP://WWW | THE TWO PARTIES. (E) DURING THE TERM OF THIS AGREEMENT, PARTY A WILL ADD THE COOPERATION CHANNEL TO THE LINKAGE ACCESS TO THE REAL ESTATE",,,,,6.0,medium,2,MISSING
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.txt,"BEIJING SINA INTERNET INFORMATION SERVICE CO., LTD. (北京新浪互联信息服务有限公司), A LIMITED LIABILITY COMPANY ORGANIZED UNDER THE LAWS OF THE PEOPLE'S REPUBLIC OF CHINA (HEREINAFTER ""LICENSOR | BEIJING YISHENG LEJU INFORMATION SERVICES CO",,,,,6.0,medium,2,MISSING
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.txt,"BEIJING SINA INTERNET INFORMATION SERVICE CO. (""BEIJING SINA | SHANGHAI SINA LEJU INFORMATION TECHNOLOGY CO",the PRC,,,,3.0,low,1,MISSING
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement.txt,"LIFEWAY FOODS, INC. (""LIFEWAY"") WITH A PRINCIPAL BUSINESS ADDRESS OF 6431 WEST OAKTON STREET, MORTON GROVE, IL 60053 | LUDMILA SMOLYANSKY(""INDIVIDUAL"") ON HER OWN BEHALF WITH AN ADDRESS OF 182 N",,,,,6.0,medium,2,MISSING
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.txt,"LIGHTBRIDGE CORPORATION, A NEVADA CORPORATION (""LIGHTBRIDGE | LLOYDS REGISTER FNMA",New York,,,,3.0,low,1,MISSING
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.txt,"ELECTRIC CITY CORP., A DELAWARE CORPORATION (""COMPANY | ELECTRIC CITY OF ILLINOIS LLC (""DISTRIBUTOR"") THIS 7TH DAY OF SEPTEMBER",Delaware,,,,0.0,low,0,
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.txt,AXIOMETRIC | LINK PLUS CORPORATION,,,,,9.0,medium,3,MISSING
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.txt,"EUTECTIX | LIQUIDMETAL TECHNOLOGIES, INC., A DELAWARE CORPORATION HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 20321 VALENCIA CIRCLE, LAKE FOREST, CALIFORNIA 92630 (""LIQUIDMETAL",Delaware,,,,2.0,low,1,AMBIGUOUS
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.txt,"LOGAN'S ROADHOUSE | SOUTHERN RACING PROMOTIONS, INC., (""SRP"") A TENNESSEE CORPORATION",the State of Tennessee,,,,3.0,low,1,MISSING
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.txt,"BUYER | CHAIN MANAGEMENT CO., LTD",the People,,,,6.0,medium,2,MISSING
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.txt,OFFER | PURCHASER,Delaware,,,,3.0,low,1,MISSING
"Loop Industries, Inc. - Marketing Agreement.txt","INDORAMA LOOP TECHNOLOGIES | LOOP INDUSTRIES, INC., A NEVADA CORPORATION WITH A PRINCIPAL PLACE OF BUSINESS AT 480 FERNAND-POITRAS, TERREBONNE, QUEBEC, CANADA (""LOOP",Canada,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.txt,"AMERICAN EXPRESS INCENTIVE SERVICES, L.L.C., A MISSOURI LIMITED LIABILITY COMPANY (""AEIS | ITS RESELLER",the          State of Missouri,,,,3.0,low,1,MISSING
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.txt,"*] ('DISTRIBUTOR') FOR GOOD AND VALUABLE CONSIDERATION | LUCID INC., A NEW YORK CORPORATION, HAVING A PRINCIPAL PLACE OF BUSINESS AT 2320 BRIGHTON HENRIETTA T/L ROAD, ROCHESTER NY 14623",New York,,,,0.0,low,0,
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.txt,"GREEN CROSS CORP | MACROGENICS, INC., A DELAWARE CORPORATION WITH A PLACE OF BUSINESS AT 1500 EAST GUDE DRIVE, ROCKVILLE, MD 20850 (""MACROGENICS",Delaware,,,,3.0,low,1,MISSING
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.txt",SCHEDULE | SCHEDULE 13G,,,,,9.0,medium,3,MISSING
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.txt","BACHEM AMERICAS | MAGENTA THERAPEUTICS, INC., A DELAWARE CORPORATION HAVING OFFICES AT 50 HAMPSHIRE STREET, 8T H FLOOR, CAMBRIDGE, MA 02139 (""MAGENTA",the State of New York,,,,3.0,low,1,MISSING
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.txt,"MANAKOA SERVICES CORPORATION (""MKOS | UTEK CORPORATION (""UTEK""), A DELAWARE CORPORATION, 2109 PALM AVENUE, TAMPA, FLORIDA 33605",Florida,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.txt,INTERNATIONAL BUSINESS MACHINES CORPORATION | MANUFACTURERS' SERVICES WESTERN U,New York,1998-06-01,,,3.0,low,1,MISSING
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.txt","BRUCE JENNER, INDIVIDUAL (""CELEBRITY""), WITH HIS OFFICES LOCATED IN CALIFORNIA | THE RIGHT SOLUTION",the State of           Nevada,,,,3.0,low,1,MISSING
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.txt,"MARTIN OPERATING PARTNERSHIP L.P., A DELAWARE LIMITED PARTNERSHIP (""OWNER | MIDSTREAM FUEL SERVICE LLC",Delaware,,,,3.0,low,1,MISSING
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.txt","GUNSTON CONSULTING, LLC (""CONSULTANT""), A VIRGINIA LIMITED LIABILITY COMPANY | MEDALIST DIVERSIFIED REIT",Virginia,,,,3.0,low,1,MISSING
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,"EXISTING UNDER THE LAWS OF ISRAEL (HEREINAFTER REFERRED TO AS ""MEDIWOUND"") AND CHALLENGE BIOPRODUCTS CORPORATION LTD | MEDIWOUND LTD., A CORPORATION ORGANIZED",,,,,8.0,medium,3,"AMBIGUOUS,MISSING"
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.txt","DO NOT HAVE ANY AGREEMENTS | OR AMONG THE INVESTORS. (C) AS OF THE DATE OF THIS AGREEMENT, NONE OF THE INVESTORS ARE ENGAGED IN ANY DISCUSSIONS OR NEGOTIATIONS WITH ANY PERSON",Delaware,,,,3.0,low,1,MISSING
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.txt,"FOOTBALL NORTHWEST LLC, A WASHINGTON LIMITED LIABILITY COMPANY (""FNW | MERCATA",Washington,,,,3.0,low,1,MISSING
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.txt,"CLEAR CAPITAL PAGE 1 OF 10 | RADIALSPARK, LLC",,,,,6.0,medium,2,MISSING
"MetLife, Inc. - Remarketing Agreement.txt",THE BANK OF NEW YORK MELLON TRUST COMPANY | THE COMPANY,New York,,,,3.0,low,1,MISSING
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt",APOLLO INSURANCE SOLUTIONS GROUP LP | ATHENE ANNUITY,,,,,9.0,medium,3,MISSING
Microgenics Corporation - Collaborative Development and Commercialization Agreement.txt,"ACHAOGEN INC | MICROGENICS CORPORATION (HEREINAFTER ""MICROGENICS""), HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 46500 KATO ROAD, FREMONT, CALIFORNIA 94538",the State of Delaware,,,,3.0,low,1,MISSING
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.txt","DOCTORDIRECTORY | MIDDLEBROOK PHARMACEUTICALS, INC. (""MBRK"") , A DELAWARE CORPORATION WITH OFFICES AT 7 VILLAGE CIRCLE, SUITE 100, WESTLAKE, TX 76262",Delaware,,,,3.0,low,1,MISSING
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.txt,CONTENT PROVIDER | ITS LICENSOR THEREOF,California,,,,3.0,low,1,MISSING
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.txt",THE PARTIES. ALL NEGOTIATIONS | UNDERSTANDINGS HAVE BEEN INCLUDED IN THIS AGREEMENT,,,,,9.0,medium,3,MISSING
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.txt,A SENIOR DECISION MAKER AT THE CLIENT | THE OTHER PARTY,,,,,6.0,medium,2,MISSING
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT.txt,MONSANTO COMPANY | THE SCOTTS COMPANY LLC EFFECTIVE AS OF SEPTEMBER 30,,,,,6.0,medium,2,MISSING
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,"MORGAN STANLEY DIRECT LENDING FUND | MORGAN STANLEY INVESTMENT MANAGEMENT INC. (""LICENSOR",Delaware,,,,3.0,low,1,MISSING
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.txt,"DAVID DUVAL ENTERPRISES | MOSSIMO, INC., 2450 WHITE ROAD, 2ND FLOOR, IRVINE, CALIFORNIA 92614 (""COMPANY",California,,,,3.0,low,1,MISSING
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.txt,"THE COMPANY | THE TRUST (THE ""DEMAND NOTE"")); AND",,,,,6.0,medium,2,MISSING
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.txt,"LUCENT TECHNOLOGIES INC., A DELAWARE CORPORATION HAVING A PRINCIPAL PLACE OF BUSINESS AT 600 MOUNTAIN AVENUE, MURRAY HILL, NEW JERSEY 07974 (""LUCENT | MPHASE TECHNOLOGIES INC",the State of New York,,,,3.0,low,1,MISSING
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.txt,"MARATHON PETROLEUM COMPANY LP (""SHIPPER | MARATHON PIPE LINE LLC",Delaware,,,,3.0,low,1,MISSING
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.txt,"DOING BUSINESS AS PRETZEL TIME (HEREINAFTER REFERRED TO AS PRETZEL TIME) AND FRANCHISEE (AS DEFINED BELOW) WHO HEREBY AGREES TO THE FOLLOWING | PRETZEL TIME, INC., A PENNSYLVANIA CORPORATION WITH ITS PRINCIPAL PLACE OF BUSINESS AT 4800 LINGLESTOWN ROAD, SUITE 202, HARRISBURG, PENNSYLVANIA 17112 TRADING",,,,,3.0,low,1,MISSING
MSCIINC_02_28_2008-EX-10.10-.txt,"MORGAN STANLEY & CO. INCORPORATED, A DELAWARE CORPORATION (""MS | MSCI INC",Delaware,,,,6.0,medium,2,MISSING
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.txt,MCDATA | RESELLER WITH RESPECT TO THE SUBJECT MATTER HEREOF,,,,,8.0,medium,3,"AMBIGUOUS,MISSING"
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.txt,"FITNESS PUBLICATIONS | MARINE MP, LLC (""LENDER""), FOR SERVICES OF ARNOLD SCHWARZENEGGER (""ENDORSER",,,,,6.0,medium,2,MISSING
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.txt,"EXCITE, INC., A CALIFORNIA CORPORATION, LOCATED AT 555 BROADWAY, REDWOOD CITY, CALIFORNIA 94063 (""EXCITE | N2K INC",California,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.txt,"THE NAKED BRANDS GROUP, INC., A DELAWARE CORPORATION (""NAKED | WADE ENTERPRISES",Delaware,,,,0.0,low,0,
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,"JOHNSON MATTHEY CATALOG COMPANY, INC., A DELAWARE CORPORATION, D/B/A ALFA AESAR (HEREINAFTER REFERRED TO AS ""ALFA AESAR""), HAVING A MAILING ADDRESS OF 30 BOND STREET, WARD HILL, MA 01835-8099 | NANOPHASE TECHNOLOGIES CORPORATION",Delaware,,,,3.0,low,1,MISSING
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.txt,"NATIONAL CITY BANK OF KENTUCKY (""NCB"") EFFECTIVE JUNE 30 | NATIONAL PROCESSING COMPANY (""NPC",the United States and,,,,3.0,low,1,MISSING
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,SCHEDULE | SHELBY J. BUTTERFIELD SHELBY J. BUTTERFIELD,,,,,9.0,medium,3,MISSING
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement.txt,"NEOFORMA | VERTICALNET, INC., A PENNSYLVANIA CORPORATION HAVING A PRINCIPAL PLACE OF BUSINESS AT 700 DRESHER ROAD, SUITE 100, HORSHAM, PENNSYLVANIA, PA 19044 (""VERTICALNET",Delaware,,,,2.0,low,1,AMBIGUOUS
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.txt,DISTRIBUTOR | PPG SHANGHAI,Florida,,,,3.0,low,1,MISSING
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,"NEON SYSTEMS | PEREGRINE/BRIDGE TRANSFER CORPORATION, A DELAWARE CORPORATION (""LICENSOR",Delaware,,,,3.0,low,1,MISSING
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.txt,NEON SYSTEMS | PEREGRINE/BRIDGE TRANSFER CORPORATION,Delaware,,,,3.0,low,1,MISSING
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT 2 TO THE DISTRIBUTION AGREEMENT.txt","INGRAM MICRO (""DISTRIBUTOR"") ACTING ON BEHALF OF ITSELF AND ITS AFFILIATES | NETGEAR, INC. (""NETGEAR""), A WHOLLY OWNED SUBSIDIARY OF BAY NETWORKS, INC",United States,,,,6.0,medium,2,MISSING
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR.txt",DISTRIBUTOR | NETGEAR WITH RESPECT TO THE PURCHASE,the State of California except that body of law dealing with conflicts of law,,,,6.0,medium,2,MISSING
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",INGRAM MICRO | NETGEAR,the State of California except that body of law dealing with conflicts of law,1996-03-01,,,2.0,low,1,AMBIGUOUS
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.txt,"EXCITE, INC., A CALIFORNIA CORPORATION, LOCATED AT 555 BROADWAY, REDWOOD CITY, CALIFORNIA 94063 (""EXCITE | NETGROCER",California,,,,3.0,low,1,MISSING
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT.txt,6:30 P | HOURS OF 6:30 A.M,Georgia,,,,6.0,medium,2,MISSING
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,"DONG-A ST CO., LTD | NEUROBO PHARMACEUTICALS",,,,,8.0,medium,3,"AMBIGUOUS,MISSING"
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.txt,"BY THE RULES | MONDAY THROUGH FRIDAY. (F) THE PARTIES AGREE THAT, TO THE EXTENT PERMITTED BY LAW",Illinois,,,,3.0,low,1,MISSING
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,"FLEXTRONICS ISRAEL LTD | NICE SYSTEMS LTD., AN ISRAELI REGISTERED CORPORATION NO. 52-0036872 HAVING ITS PLACE OF BUSINESS AT 8 HAPNINA STREET, P.O.B 690, RA'ANANA 43107, ISRAEL, (""NICE",,,,,3.0,low,1,MISSING
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.txt,"EUROFARMA LABORATÓRIOS S | NLS-1 PHARMA AG ALTER POSTPLATZ 2 6370 STANS SWITZERLAND ""LICENSOR"" / ""NLS",,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.txt,"OTHER COMMUNICATIONS HEREUNDER SHALL BE IN WRITING AND SHALL BE GIVEN OR MADE (AND SHALL BE DEEMED TO HAVE BEEN DULY GIVEN OR MADE UPON RECEIPT) BY DELIVERY IN PERSON | THE PARTIES, NO PARTY SHALL HAVE, OR SHALL REPRESENT THAT IT HAS, ANY POWER, RIGHT OR AUTHORITY TO BIND THE OTHER PARTY TO ANY OBLIGATION OR LIABILITY, OR TO ASSUME OR CREATE ANY OBLIGATION OR LIABILITY ON BEHALF OF THE OTHER PARTY. 5.4. NOTICES. ALL NOTICES, REQUESTS, CLAIMS, DEMANDS",Delaware,,,,3.0,low,1,MISSING
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.txt","HARVEST GOLD FARMS INC | NOVO INTEGRATED SCIENCES INC. (""NVOS",Washington,,,,3.0,low,1,MISSING
NUVEEN - REMARKETING AGREEMENT.txt,"PAYING AGENT'S ROLE AS INTERMEDIARY (IF APPLICABLE | THE PARTIES THAT, IN CONNECTION WITH ANY ATTEMPTED REMARKETING, ALL TENDERED VRRM-MFP SHARES SHALL BE REMARKETED AT THE PURCHASE PRICE OF SUCH VRRM-MFP SHARES. WITH RESPECT TO THE REMARKETING AGENT'S RESPONSIBILITIES, BUT WITHOUT AFFECTING THE CALCULATION",the State of New York,,,,3.0,low,1,MISSING
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.txt,"FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS COMPANY, INC. (""FIIOC | NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION (""COMPANY",,,,,6.0,medium,2,MISSING
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.txt","CASH-EQUIVALENTS HELD BY THE SUB-ADVISOR PURSUANT TO THIS AGREEMENT | THE PARTIES FROM TIME TO TIME (THE ""SERVICE FEE""). 3.2 AT OAKTREE US' DISCRETION, THE SERVICE FEE SHALL BE REDUCED BY ANY MANAGEMENT FEES RECEIVED DIRECTLY BY THE SUB-ADVISOR FOR INVESTMENT MANAGEMENT SERVICES PROVIDED TO ANY PARTY PURSUANT TO THIS AGREEMENT. THE SERVICE FEE SHALL ALSO BE REDUCED BY ANY AMOUNTS EARNED ON CASH",England and Wales,,,,3.0,low,1,MISSING
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.txt","E.PIPHANY, INC., A DELAWARE CORPORATION (""E.PIPHANY""), WHOSE PRINCIPAL PLACE OF BUSINESS 1900 SOUTH NORFOLK STREET, SUITE 310, SAN MATEO, CALIFORNIA 94403 | HIGH SPEED NET SOLUTIONS",the State of California,,,,0.0,low,0,
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.txt,"METAVANTE CORPORATION | ORIENTAL FINANCIAL GROUP INC., A PUERTO RICO FINANCIAL HOLDING COMPANY (""CUSTOMER",,,,,6.0,medium,2,MISSING
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.txt,AN AGENT | THE MEMBERS OF ANY SUB-AGENT GROUP OR SELLING GROUP FORMED IN CONNECTION WITH THE OFFERING SHALL CONTAIN THE RESTRICTIONS IN SCHEDULE A HERETO,Canada,,,,3.0,low,1,MISSING
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.txt,THE AGENTS NAMED THEREIN | THE CORPORATION,,,,,9.0,medium,3,MISSING
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.txt",RESELLER AGREE AS FOLLOWS | THE PARTIES. MEDIANET GROUP TECHNOLOGIES,,,,,6.0,medium,2,MISSING
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.txt","ON2 TECHNOLOGIES, INC., A DELAWARE CORPORATION (""ON2 | WILDFORM",Delaware,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.txt,"CHARITY TUNES INC., A BRITISH COLUMBIA CORPORATION WITH REGISTERED OFFICE LOCATED AT SUITE 1800, 925 WEST GEORGIA STREET, VANCOUVER, BRITISH COLUMBIA, CANADA V6C 3L2 (""CHARITY TUNES | CONAGRA FOODS CANADA INC",the Province of Ontario and the federal laws of  Canada applicable therein,,,,6.0,medium,2,MISSING
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.txt","ONEMAIN HOLDINGS, INC | VÄRDE PARTNERS",,,,,9.0,medium,3,MISSING
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.txt,MOBIMAGIC | PC FINANCIAL ACCORDING TO THE SERVICE CONTENT,India,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.txt",IS INTENDED BY THE PARTIES AS THE COMPLETE AND EXCLUSIVE STATEMENT OF THE TERMS OF THE AGREEMENT | THE PARTIES RELATING TO THE SUBJECT MATTER,the State of Texas,,,,3.0,low,1,MISSING
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,"UTEK CORPORATION (""UTK""), 202 SOUTH WHEELER STREET, PLANT CITY, FLORIDA 33566 A DELAWARE CORPORATION | WORLD ENERGY SOLUTIONS",Florida,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.txt",EACH OF THE PARTIES | NOT NECESSARILY PURSUANT TO A WRITTEN AGREEMENT,Delaware,,,,3.0,low,1,MISSING
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement.txt,ENTERTAINMENT CORPORATION | THE HENRY FILM,,,,,6.0,medium,2,MISSING
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.txt,"ACM | SHUN LI DE COMMERCE & TRADING LTD (""SLD"") A BEIJING COMPANY, WITH HEADQUARTERS AT XIN XING DONG XIANG, BLDG 1 SUITE 1413, XI CHENG DISTRICT, BEIJING, CHINA (THE ""SPONSOR",Delaware,,,,6.0,medium,2,MISSING
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT.txt",EKR | PPI DATED AS OF AUGUST 10,California,,,,0.0,low,0,
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.txt,"PALMER SQUARE CAPITAL BDC INC | PALMER SQUARE CAPITAL MANAGEMENT LLC, A DELAWARE LIMITED LIABILITY COMPANY (THE ""LICENSOR",Delaware,,,,3.0,low,1,MISSING
PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT.txt,SUPERSEDES ALL PRIOR AGREEMENTS AND UNDERSTANDINGS | THE PARTIES,Delaware,,,,3.0,low,1,MISSING
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.txt,ABG | PAPA JOHN'S IN CONNECTION WITH CELEBRITY IN PRESS RELEASES,Delaware,,,,3.0,low,1,MISSING
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement.txt,"PAPEREXCHANGE | VERTICALNET, INC., A PENNSYLVANIA CORPORATION HAVING A PRINCIPAL PLACE OF BUSINESS AT 700 DRESHER ROAD, SUITE 100, HORSHAM, PENNSYLVANIA, PA 19044 (""VERTICALNET",Delaware,,,,0.0,low,0,
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.txt,"CARBOGEN AMCIS AG | PARATEK PHARMACEUTICALS, INC",,,,,6.0,medium,2,MISSING
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,"T-MOBILE | T-MOBILE NETHERLANDS B.V. & ELEPHANT TALK COMMUNICATION HOLDING AG SOURCE: PARETEUM CORP, 8-K, 10/1/2008 CONFIDENTIAL TREATMENT REQUESTED WITH RESPECT TO CERTAIN PORTIONS HEREOF DENOTED WITH ""***"" HOSTING AGREEMENT BETWEEN ELEPHANT TALK",,,,,3.0,low,1,MISSING
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.txt","CRO CONSULTING (PTY) LIMITED, WHOSE REGISTERED OFFICE IS AT ONQ HOUSE 250 MARKET STREET FAIRLAND JOHANNESBURG 2170 SOUTH AFRICA (HEREINAFTER REFERRED TO AS ""CRO | PURINIX PHARMACEUTICALS LLC WHOSE REGISTERED OFFICE IS AT 1266 EAST MAIN STREET",the State of Connecticut,,,,3.0,low,1,MISSING
